Address ZIP,count
10040,5
10013,7
11231,9
11216,15
11414,6
10305,9
10023,5
10471,7
10451,15
11360,3
10036,3
11426,4
10011,6
10031,7
10310,11
11234,12
11364,7
11376,1
10282,1
10308,6
11106,10
10019,3
11249,4
11223,17
11413,8
11417,2
10474,2
10022,1
11222,4
11378,5
10280,1
11356,3
11001,1
10464,1
10021,1
10014,1
10128,2
10028,1
10075,1
10044,1
11004,1
10010,1
10007,1
11697,1
