Address ZIP,count1,count5,count15
11719,0,0,0
11720,0,0,0
11721,0,0,0
11722,0,0,0
11724,0,0,0
11725,0,0,0
11726,0,0,0
11727,0,0,0
11729,0,0,0
11730,0,0,0
11731,0,0,0
11732,0,0,0
11733,0,0,0
11735,0,0,0
11738,0,0,0
11739,0,0,0
11740,0,0,0
11741,0,0,0
11742,0,0,0
11743,0,0,0
11746,0,0,0
11747,0,0,0
11749,0,0,0
11751,0,0,0
11752,0,0,0
11753,0,0,0
11754,0,0,0
11755,0,0,0
11756,0,0,0
11757,0,0,0
11758,0,0,0
11762,0,0,0
11763,0,0,0
11764,0,0,0
11765,0,0,0
11766,0,0,0
11767,0,0,0
11768,0,0,0
11769,0,0,0
11771,0,0,0
11772,0,0,0
11776,0,0,0
11777,0,0,0
11778,0,0,0
11779,0,0,0
11780,0,0,0
11782,0,0,0
11783,0,0,0
11784,0,0,0
11786,0,0,0
11787,0,0,0
11788,0,0,0
11789,0,0,0
11790,0,0,0
11791,0,0,0
11792,0,0,0
11793,0,0,0
11795,0,0,0
11796,0,0,0
11797,0,0,0
11798,0,0,0
11801,0,0,0
11802,0,0,0
11803,0,0,0
11804,0,0,0
11901,0,0,0
11930,0,0,0
11932,0,0,0
11933,0,0,0
11934,0,0,0
11937,0,0,0
11939,0,0,0
11940,0,0,0
11942,0,0,0
11944,0,0,0
11946,0,0,0
11948,0,0,0
11949,0,0,0
11950,0,0,0
11952,0,0,0
11953,0,0,0
11954,0,0,0
11955,0,0,0
11957,0,0,0
11958,0,0,0
11959,0,0,0
11961,0,0,0
11963,0,0,0
11965,0,0,0
11967,0,0,0
11968,0,0,0
11971,0,0,0
11972,0,0,0
11975,0,0,0
11976,0,0,0
11978,0,0,0
11980,0,0,0
10072,1,14,111
11451,0,6,40
11240,1,23,111
10015,0,6,48
10115,4,32,135
10278,0,7,81
11380,0,0,11
10098,0,6,96
10199,0,5,78
11248,0,16,94
11254,0,11,86
11255,0,15,101
10110,0,12,87
10046,0,4,45
10082,0,7,56
11120,0,0,16
11424,0,1,44
10557,0,0,14
10558,0,0,13
11244,0,0,58
10079,0,0,32
10094,0,0,27
10096,0,0,23
10047,0,1,40
10200,0,2,67
10048,0,0,30
11381,0,0,6
11390,0,0,3
11425,0,0,0
10499,0,0,9
11243,0,0,19
11245,0,0,17
11251,0,0,5
11256,0,0,3
10043,0,0,30
10045,0,0,24
10060,0,0,12
10081,0,0,2
10087,0,0,0
10111,0,0,24
10149,0,0,17
10177,0,0,14
11405,0,0,0
11439,0,0,0
11499,0,0,0
10099,0,0,16
10184,0,0,14
10196,0,0,12
10197,0,0,3
